##A1
##A2
##A3
##A4
##A5
##A6
##A7
17.6248841,112.692258,126.23394,27.913165,75.357547,113.783893,161.218959,0
85.031552,63.82288,72.795494,22.786596,78.208864,96.460194,125.686706,0
64.165865,81.050295,94.449526,24.871356,84.353228,112.264847,64.343078,1
83.610896,80.40495,98.475034,25.096654,103.563908,126.501743,129.353558,0
23.4709311,99.473841,100.362746,22.962421,80.337943,98.924596,114.511544,1
66.758289,59.467742,65.605407,24.742348,75.942095,109.295553,48.015204,0
2.1098571,87.709002,90.862869,18.402698,70.882525,80.228996,191.019953,0
78.112042,82.741329,111.69675,18.977348,119.425922,127.470868,161.320825,1
74.627401,81.845103,88.676265,18.732364,79.935713,88.939792,101.714296,1
66.694625,82.715526,107.533048,26.229723,99.99513,103.055946,81.534446,1
23.7887971,98.488959,125.746544,19.280688,95.325156,105.173785,202.1942,0
63.13074,74.535032,99.64506,24.62805,78.405834,93.137917,126.883,1
78.468421,68.803501,96.087424,22.699724,84.66845,89.526807,79.704298,1
80.8483,79.707944,107.18634,19.16478,88.542099,125.642929,195.450996,1
86.913223,92.760228,123.861389,18.620038,84.733268,118.770337,208.001266,0
62.73107,77.604175,86.72794,18.27155,87.058102,104.144078,186.564427,1
98.420667,95.796411,128.308542,28.851391,76.78565,92.128552,197.681208,0
83.691723,58.220358,83.487455,23.94973,94.901581,106.717204,38.211146,0
94.556387,84.897692,108.287643,27.373068,87.965521,93.643642,153.046179,0
69.634043,103.989826,121.863415,28.19388,95.311358,115.134509,214.479454,0
76.38503,109.219111,131.234301,18.285384,96.228485,123.637191,216.651373,0
63.273056,71.49998,98.302823,25.678819,111.219317,133.16242,86.857703,0
63.270119,109.455522,113.268577,17.581373,73.892965,79.775441,14.468257,0
77.281808,99.613636,116.582351,18.993748,78.552931,112.129138,195.256935,0
82.984945,84.121289,97.496744,19.228693,92.331765,105.746251,0.300826,0
65.233554,75.658749,75.870004,20.766364,78.60629,93.796801,166.55747,0
88.603244,74.467011,75.951967,23.571038,87.847089,113.055564,171.823307,0
70.808116,79.957056,84.650944,24.267307,71.80389,99.334199,98.444519,0
67.638412,101.709836,104.637562,23.820312,96.268101,98.951182,89.505366,0
65.73114,65.620906,79.02145,24.845226,75.61104,111.609742,154.805393,0
98.900005,105.073813,133.461051,17.5915,91.310079,100.981695,51.020519,1
76.915023,85.913628,87.902619,25.198908,98.501084,126.78535,135.089676,0
82.536269,95.579432,122.039169,25.500209,99.234234,136.19833,212.508017,0
93.270244,84.625252,112.205133,24.891146,88.561435,123.061467,141.601829,1
78.731463,71.885035,101.196925,24.007904,99.847243,120.507577,216.373054,0
92.655856,93.150863,102.471749,24.00177,78.771378,106.389239,186.980101,0
12.8291941,105.426675,140.201059,26.600429,71.379571,101.18237,44.07025,0
99.437887,62.282095,81.30205,25.030993,103.533898,107.034135,88.504022,0
22.6457131,100.167461,105.698026,21.881046,94.281637,103.039657,76.339248,0
73.124412,63.054717,90.404157,22.042334,113.498389,142.872475,199.88429,0
66.906061,79.985595,95.532055,23.805526,76.476895,106.292164,122.67039,1
78.546014,94.820732,122.885739,28.12672,95.018682,120.271914,94.708878,0
8.9680741,108.402748,124.550343,21.156872,80.110876,101.582166,214.01555,0
78.050427,65.014577,66.332383,20.146527,80.079486,84.075254,203.549829,1
65.115795,59.932228,80.439825,17.157126,77.335273,105.205067,219.286995,0
96.180075,108.063755,110.783645,24.724144,87.731775,100.05839,170.166993,0
16.2382421,105.598068,115.316554,23.076681,95.138436,113.786818,20.541389,0
10.81331,58.043647,60.021554,21.873148,82.179799,87.277851,183.176735,0
76.345814,76.51409,105.972047,22.808003,76.955141,85.129652,216.865697,0
86.653867,87.570349,100.857623,24.388275,99.554581,110.262912,15.727902,1
73.047232,100.057749,130.973164,22.058028,95.513282,134.613851,19.731868,0
75.28995,63.001439,75.23286,25.926575,92.971984,103.746323,118.990635,0
93.043959,61.557662,65.082797,22.618228,70.425584,93.696896,110.378746,0
79.37061,74.425944,75.315588,22.520502,75.864097,80.182508,110.316595,0
89.441896,90.773778,103.352615,19.296334,102.996969,108.91289,203.073368,0
94.289235,72.051982,98.575615,23.237491,113.644166,118.847718,191.972749,0
66.331788,59.176688,63.565273,17.218682,92.563804,125.499783,140.640832,0
74.090285,64.379374,75.981053,26.328581,91.095956,116.523371,5.141279,1
87.906459,84.561273,94.382408,18.337197,95.519204,111.894499,189.587776,1
76.652196,92.288795,100.81832,19.97153,85.971137,104.290056,9.029329,1
87.326595,71.29982,76.763829,21.599965,76.296769,83.281362,96.219243,0
3.1895091,73.528336,94.125762,26.776709,95.592876,118.407273,124.932403,0
70.803799,82.163897,82.185865,23.869407,117.660349,144.438082,73.677389,0
85.938877,75.561091,87.832132,21.918182,103.121312,132.051717,35.095084,1
82.369687,65.502959,70.582889,19.297016,76.785053,108.771223,26.530892,0
74.309905,98.226589,111.313802,20.64216,99.445295,128.27641,217.026614,0
64.799776,61.122957,62.723213,27.228625,82.164929,101.752256,47.163763,0
66.949262,61.488293,88.742378,20.808862,94.278097,103.582672,117.419071,0
82.160896,70.146276,76.792733,23.91943,116.907392,118.318565,160.320896,0
93.207118,61.804983,84.472688,24.617545,88.3242,93.69669,62.599752,0
99.45089,98.899622,127.042458,24.401171,99.774484,103.745071,80.654138,0
2.9140491,68.684412,98.662047,21.134796,83.457019,111.437917,66.881828,1
15.4995981,99.513269,100.465541,22.777481,94.776281,127.28489,198.112524,0
73.780215,84.167417,85.125584,28.831637,76.306137,105.059446,195.892083,0
89.698167,93.665294,101.292384,21.282876,90.982774,129.696407,56.020606,0
82.082266,105.642277,140.01532,23.774505,72.673291,77.444078,219.542972,0
92.730529,60.070435,84.708007,25.384616,81.273602,101.307122,36.688406,0
68.301737,107.039864,116.474553,19.836651,70.690411,104.181603,181.65815,0
13.9170731,78.441403,85.142705,22.64708,72.075763,78.011359,19.396944,0
76.988676,88.824773,96.071967,28.429118,81.508795,109.785131,116.024851,0
63.599464,84.491814,97.191597,24.21826,90.957994,94.24653,25.602968,1
98.036239,74.942155,99.405912,24.824335,83.808471,98.804265,212.898099,0
85.975116,86.646492,112.039363,24.799178,71.502378,98.307675,116.206671,1
77.596036,109.679933,119.166103,27.716573,85.916817,106.092946,85.915382,0
75.010332,69.041302,94.311987,25.002669,92.992238,123.008057,201.965769,0
90.851372,79.866762,99.44435,17.09027,86.825488,117.98976,177.349727,1
3.7137921,87.410302,107.233401,24.299787,79.955373,82.193646,108.222382,0
77.117157,76.821417,104.012521,22.777896,94.894728,113.668547,198.152281,1
83.19219,58.719846,87.14615,27.171537,84.101704,111.119299,179.818362,1
67.735221,63.626412,69.53141,19.142867,70.534118,93.417102,48.856413,0
